csv,epc,count,mean,std,min,25%,50%,75%,max
TH_15_ALN-9710-R_cupnoodle_back.csv,0x000000000000000000006151,209.0,-21.976076555023923,2.269022560206604,-25.0,-24.0,-23.0,-20.0,-19.0
TH_15_ALN-9710-R_cupnoodle_front.csv,0x000000000000000000006151,204.0,-20.936274509803923,2.1861313521390144,-25.0,-23.0,-20.0,-19.0,-18.0
TH_15_ALN-9710-R_cupnoodle_left.csv,0x000000000000000000006151,225.0,-22.191111111111113,1.9188703687491508,-26.0,-23.0,-22.0,-21.0,-19.0
TH_15_ALN-9710-R_cupnoodle_right.csv,0x000000000000000000006151,211.0,-23.033175355450236,3.013278370109657,-29.0,-25.0,-22.0,-20.0,-19.0
TH_15_ALN-9710-R_melon_back.csv,0x000000000000000000006151,126.0,-24.984126984126984,2.3596071774229763,-30.0,-27.0,-25.5,-23.0,-22.0
TH_15_ALN-9710-R_melon_front.csv,0x000000000000000000006151,133.0,-26.037593984962406,2.3008760355292144,-29.0,-28.0,-27.0,-23.0,-22.0
TH_15_ALN-9710-R_melon_left.csv,0x000000000000000000006151,153.0,-23.836601307189543,2.9210162172288707,-28.0,-27.0,-24.0,-20.0,-20.0
TH_15_ALN-9710-R_melon_right.csv,0x000000000000000000006151,214.0,-24.07943925233645,2.16420900632378,-28.0,-26.0,-24.5,-22.0,-21.0
TH_15_ALN-9710-R_newspaper_back.csv,0x000000000000000000006151,194.0,-21.288659793814432,2.345577971071327,-27.0,-24.0,-20.0,-20.0,-18.0
TH_15_ALN-9710-R_newspaper_front.csv,0x000000000000000000006151,198.0,-21.858585858585858,1.827650573685909,-24.0,-23.0,-23.0,-20.25,-19.0
TH_15_ALN-9710-R_newspaper_left.csv,0x000000000000000000006151,199.0,-20.34170854271357,2.742081178111051,-27.0,-20.0,-20.0,-18.5,-17.0
TH_15_ALN-9710-R_newspaper_right.csv,0x000000000000000000006151,193.0,-19.585492227979273,1.8496049384462325,-23.0,-21.0,-20.0,-18.0,-17.0
TH_15_ALN-9710-R_onigiri_back.csv,0x000000000000000000006151,39.0,-34.0,0.0,-34.0,-34.0,-34.0,-34.0,-34.0
TH_15_ALN-9710-R_onigiri_front.csv,0x000000000000000000006151,27.0,-33.333333333333336,0.554700196225229,-34.0,-34.0,-33.0,-33.0,-32.0
TH_15_ALN-9710-R_onigiri_left.csv,0x000000000000000000006151,12.0,-32.0,0.0,-32.0,-32.0,-32.0,-32.0,-32.0
TH_15_ALN-9710-R_tokucha_front.csv,0x000000000000000000006151,5.0,-34.0,0.0,-34.0,-34.0,-34.0,-34.0,-34.0
TH_16_MICRO_bento_back.csv,0x000000000000000000006161,7.0,-35.285714285714285,0.4879500364742666,-36.0,-35.5,-35.0,-35.0,-35.0
TH_16_MICRO_bento_front.csv,0x000000000000000000006161,4.0,-35.0,0.0,-35.0,-35.0,-35.0,-35.0,-35.0
TH_16_MICRO_bento_left.csv,0x000000000000000000006161,3.0,-35.0,0.0,-35.0,-35.0,-35.0,-35.0,-35.0
TH_16_MICRO_cupnoodle_back.csv,0x000000000000000000006161,51.0,-31.764705882352942,0.5133511583357981,-33.0,-32.0,-32.0,-32.0,-30.0
TH_16_MICRO_cupnoodle_front.csv,0x000000000000000000006161,34.0,-32.64705882352941,0.48507125007266605,-33.0,-33.0,-33.0,-32.0,-32.0
TH_16_MICRO_cupnoodle_left.csv,0x000000000000000000006161,78.0,-30.17948717948718,0.4484776484198527,-31.0,-30.0,-30.0,-30.0,-29.0
TH_16_MICRO_cupnoodle_right.csv,0x000000000000000000006161,24.0,-35.666666666666664,0.48154341234307674,-36.0,-36.0,-36.0,-35.0,-35.0
TH_16_MICRO_melon_back.csv,0x000000000000000000006161,7.0,-34.0,0.0,-34.0,-34.0,-34.0,-34.0,-34.0
TH_16_MICRO_melon_front.csv,0x000000000000000000006161,31.0,-33.193548387096776,0.40160966445124935,-34.0,-33.0,-33.0,-33.0,-33.0
TH_16_MICRO_melon_left.csv,0x000000000000000000006161,22.0,-34.40909090909091,1.5632411662065915,-36.0,-36.0,-34.0,-33.0,-32.0
TH_16_MICRO_melon_right.csv,0x000000000000000000006161,23.0,-34.0,0.0,-34.0,-34.0,-34.0,-34.0,-34.0
TH_16_MICRO_newspaper_back.csv,0x000000000000000000006161,23.0,-31.47826086956522,0.5931093121225481,-32.0,-32.0,-32.0,-31.0,-30.0
TH_16_MICRO_newspaper_front.csv,0x000000000000000000006161,7.0,-32.285714285714285,0.4879500364742666,-33.0,-32.5,-32.0,-32.0,-32.0
TH_16_MICRO_newspaper_left.csv,0x000000000000000000006161,33.0,-33.21212121212121,0.4151487502672805,-34.0,-33.0,-33.0,-33.0,-33.0
TH_16_MICRO_newspaper_right.csv,0x000000000000000000006161,31.0,-32.903225806451616,0.3005371535187644,-33.0,-33.0,-33.0,-33.0,-32.0
TH_16_MICRO_water2L_front.csv,0x000000000000000000006161,29.0,-34.03448275862069,0.18569533817705186,-35.0,-34.0,-34.0,-34.0,-34.0
TH_17_AD-172u7_bento_back.csv,0x000000000000000000006171,23.0,-32.65217391304348,1.0706283478819985,-35.0,-33.0,-33.0,-32.0,-31.0
TH_17_AD-172u7_bento_front.csv,0x000000000000000000006171,78.0,-29.94871794871795,0.6624910858980962,-31.0,-30.0,-30.0,-30.0,-29.0
TH_17_AD-172u7_bento_left.csv,0x000000000000000000006171,4.0,-35.0,0.0,-35.0,-35.0,-35.0,-35.0,-35.0
TH_17_AD-172u7_bento_right.csv,0x000000000000000000006171,9.0,-33.0,0.0,-33.0,-33.0,-33.0,-33.0,-33.0
TH_17_AD-172u7_cupnoodle_back.csv,0x000000000000000000006171,55.0,-30.70909090909091,0.7618867241732072,-32.0,-31.0,-31.0,-30.0,-29.0
TH_17_AD-172u7_cupnoodle_front.csv,0x000000000000000000006171,95.0,-30.042105263157893,2.0259790880948243,-33.0,-33.0,-29.0,-28.0,-28.0
TH_17_AD-172u7_cupnoodle_left.csv,0x000000000000000000006171,109.0,-29.73394495412844,2.9522188825145093,-35.0,-29.0,-28.0,-28.0,-27.0
TH_17_AD-172u7_cupnoodle_right.csv,0x000000000000000000006171,70.0,-32.47142857142857,0.5027872622251887,-33.0,-33.0,-32.0,-32.0,-32.0
TH_17_AD-172u7_melon_back.csv,0x000000000000000000006171,29.0,-32.172413793103445,2.6058857216095777,-35.0,-35.0,-34.0,-30.0,-29.0
TH_17_AD-172u7_melon_front.csv,0x000000000000000000006171,64.0,-28.953125,0.743857118469947,-30.0,-29.0,-29.0,-29.0,-27.0
TH_17_AD-172u7_melon_left.csv,0x000000000000000000006171,36.0,-32.0,0.0,-32.0,-32.0,-32.0,-32.0,-32.0
TH_17_AD-172u7_melon_right.csv,0x000000000000000000006171,31.0,-32.096774193548384,0.30053715351876437,-33.0,-32.0,-32.0,-32.0,-32.0
TH_17_AD-172u7_newspaper_back.csv,0x000000000000000000006171,76.0,-28.92105263157895,1.1403292845459074,-31.0,-29.0,-29.0,-28.0,-27.0
TH_17_AD-172u7_newspaper_front.csv,0x000000000000000000006171,12.0,-30.0,0.0,-30.0,-30.0,-30.0,-30.0,-30.0
TH_17_AD-172u7_newspaper_left.csv,0x000000000000000000006171,52.0,-30.923076923076923,0.33408662996258753,-31.0,-31.0,-31.0,-31.0,-29.0
TH_17_AD-172u7_newspaper_right.csv,0x000000000000000000006171,83.0,-29.03614457831325,0.7061711105523807,-30.0,-29.0,-29.0,-29.0,-27.0
TH_17_AD-172u7_umbrella_back.csv,0x000000000000000000006171,140.0,-28.964285714285715,2.193550763887466,-33.0,-31.0,-28.0,-27.0,-26.0
TH_17_AD-172u7_umbrella_front.csv,0x000000000000000000006171,52.0,-29.807692307692307,0.4445072856528807,-30.0,-30.0,-30.0,-30.0,-28.0
TH_17_AD-172u7_umbrella_left.csv,0x000000000000000000006171,69.0,-31.159420289855074,1.11965315540385,-34.0,-32.0,-31.0,-30.0,-30.0
TH_17_AD-172u7_umbrella_right.csv,0x000000000000000000006171,126.0,-29.753968253968253,2.1454566243539235,-33.0,-32.0,-28.0,-28.0,-27.0
TH_18_UL-21_bento_back.csv,0x000000000000000000006181,116.0,-22.060344827586206,1.1816627423176675,-24.0,-23.0,-22.0,-21.0,-20.0
TH_18_UL-21_bento_front.csv,0x000000000000000000006181,128.0,-21.0,0.0,-21.0,-21.0,-21.0,-21.0,-21.0
TH_18_UL-21_bento_left.csv,0x000000000000000000006181,194.0,-17.670103092783506,1.707779514499992,-20.0,-20.0,-17.0,-16.0,-16.0
TH_18_UL-21_bento_right.csv,0x000000000000000000006181,126.0,-18.253968253968253,1.326266989329119,-20.0,-20.0,-17.0,-17.0,-17.0
TH_18_UL-21_cupnoodle_back.csv,0x000000000000000000006181,205.0,-21.409756097560976,2.7148651140118942,-25.0,-24.0,-23.0,-20.0,-17.0
TH_18_UL-21_cupnoodle_front.csv,0x000000000000000000006181,215.0,-19.669767441860465,2.8592802574290963,-24.0,-23.0,-21.0,-17.0,-16.0
TH_18_UL-21_cupnoodle_left.csv,0x000000000000000000006181,202.0,-22.00990099009901,2.3815002149339297,-25.0,-24.0,-23.0,-19.0,-18.0
TH_18_UL-21_cupnoodle_right.csv,0x000000000000000000006181,203.0,-21.142857142857142,3.4288071583271873,-26.0,-24.0,-19.0,-18.0,-17.0
TH_18_UL-21_melon_back.csv,0x000000000000000000006181,107.0,-26.33644859813084,1.6191304749693374,-29.0,-27.5,-25.0,-25.0,-24.0
TH_18_UL-21_melon_front.csv,0x000000000000000000006181,88.0,-27.125,3.551954294517995,-32.0,-30.0,-29.5,-24.0,-23.0
TH_18_UL-21_melon_left.csv,0x000000000000000000006181,201.0,-25.144278606965173,2.583424007396007,-29.0,-27.0,-26.0,-22.0,-21.0
TH_18_UL-21_melon_right.csv,0x000000000000000000006181,177.0,-25.401129943502823,3.545579653541809,-33.0,-29.0,-24.0,-22.0,-21.0
TH_18_UL-21_newspaper_back.csv,0x000000000000000000006181,194.0,-23.2680412371134,2.9345731307007132,-29.0,-24.0,-22.0,-21.0,-20.0
TH_18_UL-21_newspaper_front.csv,0x000000000000000000006181,174.0,-25.683908045977013,2.532579555585256,-31.0,-27.0,-25.0,-24.0,-22.0
